"Surname","CreditScore","Geography","Gender","Age","Tenure","Balance","NumOfProducts","HasCrCard","IsActiveMember","EstimatedSalary","Exited","Satisfaction.Score","Card.Type","Point.Earned"
"Shao",681,"France","Male","38",3,0,2,1,1,112491.96,0,1,"DIAMOND",861
"Tsao",773,"France","Male","25",2,135903.33,1,1,0,73656.38,0,4,"PLATINUM",790
"Tien",714,"France","Female","31",4,125169.26,1,1,1,106636.89,0,3,"PLATINUM",669
"Chang",687,"Spain","Female","44",7,0,3,1,0,155853.52,1,2,"SILVER",336
"Johnson",511,"France","Male","58",0,149117.31,1,1,1,162599.51,0,1,"GOLD",517
"French",627,"France","Male","33",5,0,2,1,1,103737.82,0,4,"PLATINUM",499
"Efremov",694,"France","Female","31",10,0,2,1,0,160990.27,0,3,"SILVER",673
"Hartley",616,"Spain","Female","36",6,132311.71,1,0,0,15462.84,0,2,"SILVER",268
"Calabrese",687,"France","Male","35",8,0,2,1,0,10334.05,0,5,"PLATINUM",809
"Chiu",712,"France","Female","33",6,0,2,1,1,190686.16,0,5,"GOLD",460
"Brennan",553,"France","Male","33",4,118082.89,1,0,0,94440.45,0,4,"SILVER",221
"Onwuatuegwu",667,"France","Male","31",1,119266.69,1,1,1,28257.63,0,2,"SILVER",730
"Hewitt",731,"France","Male","43",2,0,1,1,1,170034.95,1,2,"DIAMOND",777
"Shih",629,"Germany","Male","35",7,156847.29,2,1,0,31824.29,0,4,"SILVER",837
"Balashov",614,"France","Male","50",4,137104.47,1,1,0,127166.49,1,1,"DIAMOND",958
"Doyle",438,"Germany","Male","31",8,78398.69,1,1,0,44937.01,0,4,"PLATINUM",809
"Pokrovskii",652,"France","Female","80",4,0,2,1,1,188603.07,0,1,"GOLD",662
"Collins",729,"Germany","Male","30",6,63669.42,1,1,0,145111.37,0,2,"GOLD",484
"Russo",642,"France","Male","38",3,0,2,0,0,171463.83,0,2,"GOLD",737
"Skinner",806,"Germany","Female","59",0,135296.33,1,1,0,182822.5,0,1,"SILVER",486
"Robertson",744,"Spain","Male","36",2,153804.44,1,1,1,87213.33,0,3,"SILVER",252
"Atkinson",474,"Spain","Male","37",3,0,2,0,0,57175.32,0,4,"SILVER",275
"Doyle",559,"France","Male","49",2,147069.78,1,1,0,120540.83,1,1,"DIAMOND",245
"Ritchie",706,"Spain","Male","42",9,0,2,1,1,28714.34,0,4,"PLATINUM",361
"McEncroe",628,"Spain","Female","22",3,0,1,1,0,85426.28,0,4,"DIAMOND",483
"Pearson",429,"France","Male","24",4,95741.75,1,1,0,46170.75,0,2,"GOLD",352
"Gordon",525,"Spain","Female","57",2,145965.33,1,1,1,64448.36,0,5,"PLATINUM",337
"Ts'ai",680,"France","Female","30",8,141441.75,1,1,1,16278.97,0,1,"SILVER",597
"Lung",749,"France","Male","40",1,139290.41,1,1,0,182855.42,1,1,"SILVER",381
"Yuan",763,"France","Female","31",4,0,2,0,0,50404.72,0,3,"PLATINUM",668
"Pardey",734,"France","Male","30",3,0,2,1,0,107640.25,0,4,"DIAMOND",245
"Tai",716,"France","Male","35",4,144428.87,1,1,0,134132.65,0,2,"PLATINUM",495
"Scott",594,"France","Male","35",2,0,2,1,0,103480.69,0,4,"DIAMOND",378
"Hunter",644,"France","Female","46",9,95441.27,1,1,0,108761.05,1,1,"SILVER",568
"Mazzanti",671,"Germany","Male","35",1,144848.74,1,1,1,179012.3,0,5,"PLATINUM",731
"L?",664,"Germany","Male","26",7,116244.14,2,1,1,95145.14,0,2,"GOLD",837
"Beach",656,"France","Male","50",7,0,2,0,1,72143.44,0,1,"GOLD",829
"Hsieh",667,"Spain","Female","40",1,146502.07,1,1,0,19162.89,0,3,"DIAMOND",230
"Faulkner",663,"Germany","Male","44",2,117028.6,2,0,1,144680.18,0,4,"DIAMOND",919
"Knowles",584,"Germany","Female","30",8,112013.81,1,1,0,177772.03,1,4,"PLATINUM",641
"Day",626,"Spain","Female","37",6,108269.37,1,1,0,5597.94,0,2,"DIAMOND",457
"Hsueh",485,"France","Male","29",7,182123.79,1,1,0,116828.51,1,4,"GOLD",583
"Tsao",659,"Germany","Female","32",3,150923.74,2,0,1,174652.51,0,2,"PLATINUM",849
"Kennedy",649,"France","Male","33",2,0,2,1,0,2010.98,0,3,"DIAMOND",720
"Nwabugwu",805,"Spain","Female","39",5,165272.13,1,1,0,14109.85,1,3,"SILVER",317
"Young",716,"Germany","Female","39",10,115301.31,1,1,0,43527.4,1,5,"DIAMOND",465
"Kerr",642,"Germany","Female","40",6,129502.49,2,0,1,86099.23,1,4,"GOLD",269
"Tien",659,"France","Male","31",4,118342.26,1,0,0,161574.19,0,3,"SILVER",391
"Marrero",545,"Spain","Female","47",5,0,2,1,1,38970.14,0,4,"PLATINUM",373
"White",543,"France","Male","22",8,0,2,0,0,127587.22,0,3,"PLATINUM",251
"Pisano",718,"France","Female","25",7,0,2,1,0,30380.12,0,2,"PLATINUM",237
"Brown",840,"France","Female","43",7,0,2,1,0,90908.95,0,2,"SILVER",645
"Freeman",630,"Germany","Female","34",9,106937.05,2,1,0,138275.01,0,3,"SILVER",624
"Russell",643,"Germany","Male","59",3,170331.37,1,1,1,32171.79,0,5,"PLATINUM",838
"Seleznyov",654,"Germany","Female","32",1,114510.85,1,1,1,126143.23,0,4,"GOLD",224
"Yusupova",582,"France","Male","39",5,0,2,1,1,129892.93,0,4,"DIAMOND",343
"Foley",659,"Spain","Male","32",3,107594.11,2,1,1,102416.84,0,3,"DIAMOND",683
"Shih",762,"Spain","Male","39",2,81273.13,1,1,1,18719.67,0,5,"GOLD",929
"Ikedinachukwu",568,"Spain","Female","32",7,169399.6,1,1,0,61936.22,0,4,"PLATINUM",234
"Power",670,"Spain","Male","25",6,0,2,1,1,78358.94,0,3,"DIAMOND",723
"Amos",613,"France","Female","45",1,187841.99,2,1,1,147224.27,0,1,"PLATINUM",482
"Reed",539,"France","Male","30",0,0,2,1,0,160979.66,0,4,"DIAMOND",231
"Simmons",850,"Spain","Female","57",8,126776.3,2,1,1,132298.49,0,3,"GOLD",244
"Ricci",522,"Spain","Male","34",9,126436.29,1,1,0,174248.52,1,3,"GOLD",973
"Yen",737,"France","Male","41",1,101960.74,1,1,1,123547.28,0,5,"SILVER",463
"Campbell",520,"France","Male","58",3,0,2,0,1,32790.02,0,5,"DIAMOND",253
"West",706,"Spain","Male","28",3,0,2,0,1,181543.67,0,3,"SILVER",241
"Robinson",643,"Germany","Female","45",2,150842.93,1,0,1,2319.96,1,5,"PLATINUM",537
"Bianchi",648,"France","Female","50",9,102535.57,1,1,1,189543.19,0,5,"DIAMOND",332
"Chen",443,"Germany","Female","29",9,99027.61,2,1,0,10940.4,0,5,"PLATINUM",390
"Madukaego",640,"France","Male","68",9,0,2,1,1,199493.38,0,4,"PLATINUM",763
"Ibrahimova",628,"Spain","Female","33",3,0,1,1,1,188193.25,0,4,"GOLD",240
"Nolan",540,"Germany","Female","42",9,87271.41,2,1,0,172572.64,0,1,"PLATINUM",978
"Scott",460,"Germany","Female","35",8,102742.91,2,1,1,189339.6,0,5,"DIAMOND",366
"Blair",636,"Germany","Male","34",2,40105.51,2,0,1,53512.16,0,3,"DIAMOND",356
"Monaldo",593,"France","Female","29",2,152265.43,1,1,0,34004.44,0,1,"SILVER",907
"Sutherland",801,"Spain","Male","42",4,141947.67,1,1,1,10598.29,0,3,"SILVER",687
"Cole",640,"Germany","Female","75",1,106307.91,2,0,1,113428.77,0,2,"PLATINUM",703
"Briggs",611,"Germany","Male","31",0,107884.81,2,1,1,183487.98,0,2,"DIAMOND",388
"Gregory",802,"Germany","Male","31",1,125013.72,1,1,1,187658.09,0,2,"DIAMOND",579
"Bianchi",717,"Germany","Male","35",7,58469.37,2,1,1,172459.39,0,2,"GOLD",793
"Angelo",769,"France","Female","39",8,0,1,0,1,21016,0,3,"GOLD",828
"Gardiner",745,"Germany","Male","45",10,117231.63,3,1,1,122381.02,1,2,"GOLD",291
"Kerr",572,"Spain","Male","35",4,152390.26,1,1,0,128123.66,0,4,"GOLD",951
"Ko",629,"Spain","Female","30",2,34013.63,1,1,0,19570.63,0,2,"DIAMOND",952
"Distefano",687,"Spain","Female","39",2,0,3,0,0,188150.6,1,2,"GOLD",616
"Farrell",483,"France","Female","50",9,0,2,1,1,111020.24,0,5,"SILVER",706
"Milano",690,"France","Male","36",7,101583.11,2,1,0,123775.15,0,2,"DIAMOND",423
"Ting",492,"Germany","Female","30",10,77168.87,2,0,1,146700.22,0,5,"GOLD",552
"Boyd",709,"Germany","Male","28",8,124695.72,2,1,0,145251.35,0,3,"DIAMOND",665
"Onyemaechi",705,"Germany","Male","44",3,105934.96,1,1,0,82463.69,0,3,"PLATINUM",351
"Black",560,"France","Female","66",9,0,1,1,1,15928.49,0,3,"DIAMOND",906
"Oliver",611,"Spain","Male","46",6,0,2,1,0,45886.33,0,4,"DIAMOND",406
"Greco",730,"Spain","Male","62",2,0,2,1,1,186489.95,0,4,"GOLD",594
"Whitehead",709,"Spain","Female","45",2,0,2,0,1,162922.65,0,1,"PLATINUM",815
"Ikemefuna",544,"France","Female","21",10,161525.96,2,1,0,9262.77,0,2,"PLATINUM",458
"Morrison",712,"Germany","Female","29",7,147199.07,1,1,1,84932.4,0,3,"SILVER",886
"Onyeoruru",752,"Germany","Male","38",3,183102.29,1,1,1,71557.12,0,3,"SILVER",833
"Cunningham",648,"Spain","Male","46",9,127209,2,1,0,77405.95,1,4,"GOLD",932
"Demidov",556,"Spain","Male","38",8,0,2,0,0,417.41,1,3,"GOLD",632
"Celis",594,"Spain","Female","24",0,97378.54,1,1,1,71405.17,0,2,"DIAMOND",431
"Cheng",645,"Germany","Female","37",2,136925.09,2,0,1,153400.24,0,3,"PLATINUM",739
"Knight",557,"France","Male","33",3,54503.55,1,1,1,371.05,0,5,"SILVER",362
"Morin",547,"Germany","Male","32",8,155726.85,1,1,0,67789.99,0,2,"SILVER",309
"Mills",701,"France","Female","39",9,0,2,0,1,145894.9,0,2,"GOLD",513
"Outhwaite",616,"France","Female","66",1,135842.41,1,1,0,183840.51,1,2,"DIAMOND",302
"Tung",605,"France","Male","52",1,63349.75,1,1,0,108887.44,0,2,"DIAMOND",437
"Pai",593,"Germany","Female","38",4,129499.42,1,1,1,154071.27,0,5,"SILVER",337
"Carpenter",751,"Spain","Male","52",8,0,2,0,1,179291.85,0,5,"SILVER",629
"Fennell",443,"Spain","Male","36",6,70438.01,2,0,1,56937.43,0,4,"GOLD",858
"Fontaine",685,"France","Male","23",8,0,2,1,1,112239.03,0,2,"SILVER",543
"Pratt",718,"France","Male","36",9,0,1,1,0,45909.87,0,1,"DIAMOND",939
"Mitchell",538,"Spain","Female","49",9,141434.04,1,0,0,173779.25,1,5,"GOLD",797
"Franklin",611,"Spain","Female","37",4,0,2,1,0,125696.26,0,4,"SILVER",629
"K'ung",668,"Germany","Male","37",10,152958.29,2,1,1,159585.61,0,2,"SILVER",743
"Ko",537,"Germany","Female","41",3,138306.34,1,1,0,106761.47,0,5,"DIAMOND",767
"McKenzie",709,"Spain","Male","23",10,0,2,0,0,129590.18,0,2,"SILVER",246
"Pino",850,"France","Male","38",1,0,2,1,1,80006.65,0,2,"PLATINUM",480
"Fisk",745,"Spain","Female","31",3,124328.84,1,1,1,140451.52,0,5,"GOLD",924
"Chiang",693,"Germany","Female","41",9,181461.48,3,1,1,187929.43,1,3,"GOLD",430
"Moseley",795,"Spain","Male","35",8,0,2,1,0,167155.36,0,2,"DIAMOND",708
"Hsiung",626,"Spain","Male","26",8,0,2,0,0,191420.71,0,4,"PLATINUM",701
"Heath",487,"Germany","Female","61",5,110368.03,1,0,0,11384.45,1,2,"DIAMOND",982
"Dellucci",556,"France","Female","39",9,89588.35,1,1,1,94898.1,0,1,"DIAMOND",827
"Li",643,"France","Female","46",6,0,2,0,0,106781.59,0,4,"DIAMOND",597
"De Salis",605,"France","Female","28",6,0,2,0,0,159508.52,0,1,"DIAMOND",468
"T'ang",756,"Germany","Female","60",3,115924.89,1,1,0,93524.19,1,3,"DIAMOND",523
"Richardson",586,"France","Female","38",2,0,2,1,0,87168.46,0,2,"SILVER",650
"Fitch",535,"Germany","Male","40",7,111756.5,1,1,0,8128.32,1,2,"GOLD",567
"Stevenson",678,"France","Female","35",4,0,1,1,0,125518.32,0,1,"DIAMOND",749
"Estes",596,"France","Male","39",9,0,1,1,0,48963.59,0,3,"PLATINUM",390
"Lattimore",648,"France","Male","26",9,162923.85,1,1,0,98368.24,0,5,"GOLD",922
"Chung",492,"Germany","Male","39",10,124576.65,2,1,0,148584.61,0,5,"GOLD",560
"Utz",702,"France","Male","45",0,80793.58,1,1,1,27474.81,0,2,"DIAMOND",994
"Wei",486,"Germany","Female","40",9,71340.09,1,1,0,76192.21,0,4,"PLATINUM",530
"Boyle",568,"Germany","Male","40",1,99282.63,1,0,0,134600.94,1,2,"SILVER",818
"Nwachinemelu",619,"Germany","Male","57",3,137946.39,1,1,1,72467.99,1,5,"PLATINUM",367
"Kuznetsova",724,"Germany","Male","41",2,127892.57,2,0,1,199645.45,0,4,"DIAMOND",393
"Pisani",548,"Germany","Female","33",0,101084.36,1,1,0,42749.85,0,5,"DIAMOND",860
"Manna",545,"Germany","Female","37",8,114754.08,1,1,0,136050.44,1,5,"GOLD",958
"Collier",683,"France","Male","33",8,0,1,0,0,73564.44,0,4,"PLATINUM",576
"Ricci",762,"France","Female","51",3,99286.98,1,0,1,85578.63,0,5,"SILVER",887
"Carr",627,"Germany","Female","30",4,79871.02,2,1,0,129826.89,0,4,"DIAMOND",396
"Hs?",516,"France","Male","35",10,104088.59,2,0,0,119666,0,1,"GOLD",565
"Findlay",800,"France","Female","38",2,168190.33,2,1,0,68052.08,0,3,"SILVER",874
"Hughes",464,"Germany","Female","42",3,85679.25,1,1,1,164104.74,0,3,"SILVER",665
"Chukwuemeka",626,"France","Female","35",3,0,1,0,0,80190.36,0,5,"SILVER",680
"Genovese",790,"France","Female","31",9,0,2,1,0,84126.75,0,1,"DIAMOND",319
"Swift",534,"France","Female","34",7,121551.58,2,1,1,70179,0,3,"SILVER",351
"Ugoji",745,"France","Male","46",2,122220.19,1,1,1,118024.1,0,3,"DIAMOND",781
"Parkinson",553,"Spain","Male","47",3,116528.15,1,0,0,145704.19,1,2,"DIAMOND",918
"Ross",748,"France","Female","26",1,77780.29,1,0,1,183049.41,0,3,"GOLD",340
"Oleary",722,"France","Male","37",2,0,1,0,0,120906.83,0,4,"GOLD",625
"Turnbull",501,"France","Male","40",4,125832.2,1,1,1,100433.83,0,3,"DIAMOND",923
"Uspensky",675,"France","Female","38",6,68065.8,1,0,0,138777,1,5,"PLATINUM",543
"Cook",778,"Spain","Female","47",6,127299.34,2,1,0,124694.99,0,2,"GOLD",859
"Newbold",494,"Germany","Female","38",7,174937.64,1,1,0,40084.32,0,5,"GOLD",794
"Uchechukwu",850,"France","Male","40",9,0,2,0,1,119232.33,0,2,"GOLD",241
"Ch'en",592,"Spain","Male","31",7,110071.1,1,0,0,43921.36,0,3,"GOLD",702
"He",590,"Spain","Female","44",3,139432.37,1,1,0,62222.81,0,4,"PLATINUM",816
"Hilton",758,"France","Female","39",6,127357.76,1,0,1,56577,0,4,"SILVER",404
"Sal",506,"France","Male","36",5,0,2,1,0,164253.35,0,4,"GOLD",299
"Eluemuno",733,"France","Male","33",3,0,1,1,1,7666.73,0,1,"SILVER",855
"Titus",711,"France","Male","38",3,0,2,1,0,68487.51,0,4,"DIAMOND",886
"Yin",514,"Germany","Male","43",1,95556.31,1,0,1,199273.98,1,4,"GOLD",774
"Lettiere",637,"Spain","Male","37",8,0,1,1,1,186062.36,0,1,"DIAMOND",699
"Templeman",468,"Germany","Male","29",1,111681.98,2,1,1,195711.16,0,3,"GOLD",977
"Chibuzo",539,"France","Male","39",3,0,2,1,0,36692.17,0,1,"SILVER",426
"Sun",509,"Spain","Female","25",3,108738.71,2,1,0,106920.57,0,3,"DIAMOND",595
"Evans",662,"France","Female","32",4,133950.37,1,1,1,48725.68,1,1,"DIAMOND",368
"Ogbonnaya",818,"Spain","Male","26",4,0,2,1,1,167036.94,0,3,"SILVER",261
"Enyinnaya",608,"France","Male","33",9,89968.69,1,1,0,68777.26,0,3,"GOLD",614
"Olisanugo",850,"Spain","Female","32",9,0,2,1,1,18924.92,0,4,"DIAMOND",765
"Brookes",816,"Germany","Female","38",5,130878.75,3,1,0,71905.77,1,4,"GOLD",961
"Padovano",536,"France","Male","35",8,0,2,1,0,64833.28,0,2,"GOLD",345
"Fisk",753,"France","Male","35",3,0,2,1,1,184843.77,0,1,"GOLD",330
"Shih",631,"Spain","Male","27",10,134169.62,1,1,1,176730.02,0,5,"PLATINUM",863
"Hare",703,"France","Male","37",1,149762.08,1,1,0,20629.4,1,3,"DIAMOND",371
"Muir",774,"France","Male","26",2,93844.69,1,1,0,28415.36,0,1,"DIAMOND",282
"Fanucci",785,"France","Male","28",8,0,2,1,0,77231.27,0,2,"SILVER",937
"Elewechi",571,"France","Female","33",1,0,2,1,0,102750.7,0,2,"GOLD",722
"Johnston",621,"Germany","Male","46",6,141078.37,1,0,0,34580.8,1,2,"SILVER",956
"Pisano",605,"Germany","Female","31",1,117992.59,1,1,1,183598.77,0,2,"SILVER",496
"Ankudinov",611,"France","Female","40",8,100812.33,2,1,0,147358.27,0,2,"DIAMOND",927
"Nwokike",569,"France","Male","38",7,0,1,1,1,108469.2,0,5,"SILVER",550
"Smith",658,"France","Male","29",4,80262.6,1,1,1,20612.82,0,2,"GOLD",420
"Atkins",788,"Spain","Male","34",6,156478.62,1,0,1,181196.76,0,3,"DIAMOND",760
"Burns",525,"France","Female","23",5,0,2,1,0,160249.1,0,1,"PLATINUM",225
"Obiuto",798,"France","Male","37",8,0,3,0,0,110783.28,0,4,"SILVER",860
"Pirozzi",486,"Germany","Male","37",9,115217.99,2,1,0,144995.33,0,1,"GOLD",882
"George",615,"Spain","Male","61",9,0,2,1,0,150227.85,1,4,"DIAMOND",683
"Lewis",730,"France","Female","35",0,155470.55,1,1,1,53718.28,0,4,"GOLD",500
"Moran",641,"France","Male","37",7,0,2,1,0,75248.3,0,2,"PLATINUM",516
"Dalrymple",542,"France","Male","39",3,135096.77,1,1,1,14353.43,1,2,"PLATINUM",328
"Carslaw",692,"France","Male","30",2,0,2,0,1,130486.57,0,4,"DIAMOND",751
"Kirby",714,"Germany","Female","55",9,180075.22,1,1,1,100127.71,0,1,"GOLD",652
"Houghton",591,"Spain","Male","29",1,97541.24,1,1,1,196356.17,0,2,"PLATINUM",850
"Martin",710,"France","Female","41",2,156067.05,1,1,1,9983.88,0,4,"DIAMOND",678
"Tan",639,"France","Female","38",4,81550.94,2,0,1,118974.77,0,4,"GOLD",860
"Hsia",531,"France","Female","47",6,0,1,0,0,194998.34,1,2,"SILVER",510
"Westerberg",673,"France","Female","38",2,170061.92,2,0,0,134901.34,1,5,"PLATINUM",954
"Hale",765,"Germany","Male","36",8,92310.54,2,1,1,72924.56,0,3,"DIAMOND",547
"Kryukova",622,"France","Female","32",6,169089.38,2,1,0,101057.95,0,5,"SILVER",238
"Sopuluchukwu",806,"France","Male","40",5,80613.93,1,1,1,142838.64,0,1,"SILVER",314
"Barry",757,"Germany","Male","26",8,121581.56,2,1,1,127059.04,0,5,"SILVER",595
"Selezneva",570,"France","Female","58",8,0,1,0,1,116503.92,1,2,"DIAMOND",257
"Chizuoke",555,"Spain","Male","32",4,0,2,1,1,54405.79,0,4,"DIAMOND",850
"Lueck",692,"France","Male","54",5,0,2,1,1,88721.84,0,3,"PLATINUM",552
"Udinese",774,"France","Male","60",5,85891.55,1,1,0,74135.48,1,5,"GOLD",540
"Udobata",638,"Spain","Male","44",9,77637.35,2,1,1,111346.22,0,4,"SILVER",343
"Freeman",543,"Spain","Female","41",4,0,1,0,0,194902.16,0,5,"PLATINUM",331
"Outlaw",584,"France","Male","31",5,0,2,1,0,31474.27,0,2,"PLATINUM",568
"Obiuto",691,"Germany","Male","30",7,116927.89,1,1,0,21198.39,0,1,"DIAMOND",813
"Lo",684,"Germany","Female","40",6,137326.65,1,1,0,186976.6,0,1,"PLATINUM",530
"Okechukwu",733,"France","Male","22",5,0,2,1,1,117202.19,0,3,"DIAMOND",279
"King",599,"Spain","Female","37",2,0,2,1,1,143739.29,0,4,"GOLD",516
"Forbes",524,"Germany","Female","31",10,67238.98,2,1,1,161811.23,0,5,"GOLD",685
"Macleod",632,"Germany","Female","38",6,86569.76,2,1,0,98090.91,0,5,"SILVER",435
"Gibbs",735,"Spain","Male","34",5,0,2,0,0,71095.41,0,1,"PLATINUM",898
"Isayev",734,"France","Male","34",6,133598.4,1,1,1,13107.24,0,4,"DIAMOND",693
"Pisano",605,"France","Female","51",3,136188.78,1,1,1,67110.59,1,1,"PLATINUM",683
"Belstead",793,"Spain","Male","38",9,0,2,1,0,88225.02,0,1,"SILVER",690
"Vassiliev",468,"France","Female","56",10,0,3,0,1,62256.87,1,3,"PLATINUM",547
"Schneider",779,"Germany","Male","37",7,120092.52,2,1,0,135925.72,0,1,"GOLD",466
"Mazzanti",698,"France","Male","48",4,101238.24,2,0,1,177815.87,1,1,"GOLD",342
"Knipe",707,"France","Male","58",6,89685.92,1,0,1,126471.13,0,2,"GOLD",230
"Macartney",850,"France","Female","35",1,211774.31,1,1,0,188574.12,1,2,"PLATINUM",757
"Madukwe",850,"France","Male","56",7,131317.48,1,1,1,119175.45,0,3,"SILVER",657
"Watts",527,"Spain","Male","37",5,93722.73,2,1,1,139093.73,0,3,"PLATINUM",453
"Humphreys",696,"Germany","Male","32",8,101160.99,1,1,1,115916.55,0,4,"DIAMOND",694
"Wu",661,"France","Male","48",3,120320.54,1,0,0,96463.25,0,5,"PLATINUM",727
"Chin",776,"France","Female","31",2,0,2,1,1,112349.51,0,3,"DIAMOND",304
"Chesnokova",701,"France","Male","43",2,0,2,1,1,165303.79,0,2,"SILVER",633
"Kung",610,"France","Male","26",8,0,2,1,0,166031.08,0,2,"SILVER",989
"Lu",572,"Germany","Female","48",3,152827.99,1,1,0,38411.79,1,5,"GOLD",352
"Nkemakolam",673,"France","Male","30",1,64097.75,1,1,1,77783.35,0,5,"DIAMOND",936
"Walton",519,"Spain","Female","57",2,119035.35,2,1,1,29871.79,0,3,"SILVER",689
"Brookes",702,"Spain","Female","26",4,135219.57,1,0,1,59747.63,0,4,"DIAMOND",267
"Baldwin",729,"France","Male","32",6,93694.42,1,1,1,79919.13,0,2,"GOLD",613
"Mai",543,"Spain","Male","35",10,59408.63,1,1,0,76773.53,0,4,"GOLD",480
"Shih",550,"France","Female","40",7,114354.95,1,1,0,54018.93,0,1,"GOLD",951
"He",608,"France","Male","59",1,0,1,1,0,70649.64,1,4,"DIAMOND",585
"Fiorentini",639,"Germany","Male","35",10,128173.9,2,1,0,59093.39,0,3,"PLATINUM",452
"Lucciano",686,"Spain","Male","34",9,0,2,1,0,127569.8,0,3,"SILVER",358
"Ferreira",564,"Germany","Female","62",5,114931.35,3,0,1,18260.98,1,3,"GOLD",771
"Ukaegbunam",745,"Germany","Female","28",1,111071.36,1,1,0,73275.96,1,1,"PLATINUM",238
"De Luca",833,"France","Male","37",8,151226.18,2,1,1,136129.49,0,3,"DIAMOND",633
"Milne",622,"France","Male","26",9,0,2,1,1,153237.59,0,3,"PLATINUM",344
"Davide",597,"France","Female","42",4,64740.12,1,1,1,106841.12,0,5,"SILVER",244
"Kodilinyechukwu",721,"Spain","Male","51",0,169312.13,1,1,0,109078.35,1,2,"PLATINUM",405
"Little",504,"France","Female","49",7,0,3,0,1,87822.14,1,5,"SILVER",408
"Burns",842,"Spain","Female","44",2,112652.08,2,1,0,126644.98,0,5,"DIAMOND",939
"Paterson",587,"France","Male","38",0,0,2,1,0,47414.15,0,3,"DIAMOND",701
"Han",479,"Germany","Female","30",7,143964.36,2,1,0,41879.99,0,4,"SILVER",503
"Kryukova",508,"France","Male","49",7,122451.46,2,1,1,75808.1,0,3,"GOLD",881
"Ijendu",749,"France","Male","24",1,0,3,1,1,47911.03,0,3,"GOLD",758
"Reichard",721,"Germany","Female","36",3,65253.07,2,1,0,28737.78,0,5,"SILVER",751
"Day",674,"Germany","Male","47",6,106901.94,1,1,1,2079.2,1,4,"GOLD",363
"Price",685,"Spain","Female","25",10,128509.63,1,1,0,121562.33,0,3,"DIAMOND",560
"Bruce",417,"France","Male","34",7,0,2,1,0,55003.79,0,4,"SILVER",969
"Sumrall",574,"Germany","Male","33",3,129834.67,1,1,0,193131.42,0,5,"SILVER",470
"Lu",590,"Spain","Female","51",3,154962.99,3,0,1,191932.27,1,1,"SILVER",759
"Lazarev",587,"Germany","Male","40",5,138241.9,2,1,0,159418.1,0,5,"SILVER",403
"Miller",598,"Germany","Male","41",3,91536.93,1,1,0,191468.78,1,1,"SILVER",980
"Wentworth-Shields",741,"Spain","Male","53",3,0,2,1,1,38913.68,0,3,"GOLD",245
"Ritchie",850,"Spain","Female","70",5,0,1,1,1,705.18,0,1,"DIAMOND",283
"Mackenzie",584,"Germany","Female","29",7,105204.01,1,0,1,138490.03,0,2,"DIAMOND",453
"Power",650,"Spain","Male","61",1,152968.73,1,0,1,82970.69,0,5,"DIAMOND",683
"Tan",607,"Spain","Male","36",8,158261.68,1,1,1,76744.72,0,5,"GOLD",863
"Pendergrass",509,"France","Female","46",1,0,1,1,0,71244.59,1,2,"DIAMOND",264
"Evans",689,"Spain","Female","38",6,121021.05,1,1,1,12182.15,0,3,"SILVER",946
"Hsia",543,"France","Male","36",4,0,2,1,1,141210.5,0,1,"GOLD",354
"Billson",438,"Spain","Female","54",2,0,1,0,0,191763.07,1,3,"SILVER",281
"Teng",687,"Spain","Female","63",1,137715.66,1,1,1,37938.74,0,1,"PLATINUM",938
"Moretti",737,"Germany","Male","31",5,121192.22,2,1,1,74890.58,0,2,"PLATINUM",815
"Jordan",761,"France","Male","31",7,0,3,1,1,166698.18,0,5,"GOLD",753
"Ts'ao",601,"France","Male","44",1,100486.18,2,1,1,62678.53,0,1,"GOLD",650
"Osborne",651,"France","Male","45",1,0,1,1,0,67740.08,1,3,"SILVER",629
"Carslaw",745,"France","Male","35",9,92566.53,2,1,0,161519.77,0,4,"SILVER",742
"Ch'ang",648,"Spain","Female","49",10,0,2,1,1,159835.78,1,2,"GOLD",314
"Hung",848,"Spain","Male","40",3,110929.96,1,1,1,30876.84,0,3,"GOLD",844
"Gordon",546,"France","Female","27",8,0,2,1,1,14858.1,0,2,"SILVER",776
"Obialo",439,"Spain","Female","32",3,138901.61,1,1,0,75685.97,0,4,"DIAMOND",913
"Gray",755,"France","Male","30",4,123217.66,2,0,1,144183.1,0,3,"GOLD",786
"Lin",593,"France","Female","41",6,0,1,1,0,65170.66,0,1,"SILVER",939
"Hopkins",701,"France","Male","39",2,0,2,1,1,82526.92,0,4,"DIAMOND",812
"Dobson",701,"Spain","Male","36",8,0,2,1,0,169161.46,0,2,"DIAMOND",689
"McKay",607,"Spain","Female","33",2,108431.87,2,0,1,109291.39,1,5,"PLATINUM",647
"Revell",586,"Spain","Female","57",3,0,2,0,1,6057.81,0,4,"PLATINUM",839
"Rickards",547,"Germany","Female","30",9,72392.41,1,1,0,77077.14,0,3,"PLATINUM",807
"Begum",647,"Germany","Female","51",1,119741.77,2,0,0,54954.51,1,3,"SILVER",847
"Onyinyechukwuka",760,"France","Female","51",2,100946.71,1,0,0,179614.8,1,4,"DIAMOND",550
"Zuyev",621,"Spain","Male","53",9,170491.84,1,1,0,35588.07,1,3,"PLATINUM",777
